1,0.004000
2,0.007000
3,0.010000
4,0.012000
5,0.014000
6,0.021000
7,0.021000
8,0.023000
9,0.026000
10,0.036000
11,0.036000
12,0.035000
13,0.043000
14,0.054000
15,0.039000
16,0.043000
17,0.059000
18,0.055000
19,0.060000
20,0.057000
21,0.064000
22,0.056000
23,0.062000
24,0.063000
25,0.070000
26,0.073000
27,0.070000
28,0.079000
29,0.072000
30,0.084000
31,0.080000
32,0.081000
