no_pipeline,makespan,readtime,writetime
1,52.05800008773804,9.248000144958496,29.746000289916992
2,153.79600024223328,30.836999654769897,94.44999980926514
3,315.2920000553131,66.84999990463257,204.97699999809265
4,513.1569998264313,118.33600068092346,336.3079996109009
5,745.9760003089905,179.36000061035156,493.22300028800964
6,1041.5829994678497,260.07499980926514,692.6349992752075
7,1445.1980004310608,373.4930007457733,968.0699999332428
8,2277.2240006923676,512.8870005607605,1644.4220011234283
9,2915.1129999160767,654.4930005073547,2122.22700047493
10,3945.186999797821,930.1479992866516,2859.10400056839
11,4335.936000108719,1019.4470000267029,3148.3630006313324
12,5299.992000579834,1471.1400001049042,3644.0300014019012
13,6289.99299955368,1472.2960004806519,4608.474000692368
14,6709.018000602722,1675.3610005378723,4820.130001783371
15,8312.48000049591,2290.331999540329,5783.592001676559
16,9217.791000366211,2790.706000804901,6157.131000041962
17,10387.76200056076,2679.7900006771088,7439.72500038147
18,10815.968000173569,3022.332999944687,7502.349000930786
19,13626.300999164581,3234.6710007190704,10074.633999109268
20,16533.3300011158,2774.5750017166138,13433.396000146866
21,16541.81600046158,3521.0239996910095,12667.860000133514
22,19952.93399953842,4319.78399848938,15250.967998981476
23,20915.65600013733,4295.937000274658,16201.205000162125
24,21729.831000089645,4696.0289986133575,16622.29599928856
25,24007.720999717712,5862.099999904633,17721.0090007782
26,23794.78500008583,5453.521999359131,17897.45999956131
27,25185.63199877739,6451.223999500275,18268.863999843597
28,27543.984000444412,8907.895999670029,18157.034000873566
29,29522.128999710083,8452.569999694824,20561.627999782562
30,30768.96299982071,7886.204000711441,22359.213000535965
31,35125.87100028992,8106.990001440048,26480.8810005188
32,33862.29499959946,10120.548998117447,23205.923000574112
