no_pipeline,run_time
1,0.005000
2,0.007000
3,0.011000
4,0.011000
5,0.021000
6,0.018000
7,0.020000
8,0.021000
9,0.029000
10,0.041000
11,0.049000
12,0.038000
13,0.049000
14,0.045000
15,0.051000
16,0.055000
17,0.047000
18,0.064000
19,0.066000
20,0.066000
21,0.057000
22,0.073000
23,0.064000
24,0.087000
25,0.071000
26,0.099000
27,0.091000
28,0.095000
29,0.217000
30,0.087000
31,0.122000
32,0.090000
