type,start,end
read,0,161.29032258064302
write,271.290322580643,325.0508808623517
read,325.0508808623517,340.6369157750527
write,450.6369157750527,512.5889133954294
read,512.5889133954294,528.1749483081304
write,638.1749483081304,700.0421540268356
