type,start,end
read,0,43.01075268817245
write,71.01075268817246,77.46236559139808
read,77.46236559139808,80.27926699984639
write,108.27926699984639,114.73087990307201
read,114.73087990307201,117.54778131152031
write,145.5477813115203,151.99939421475162
