no_pipeline,makespan,readtime,writetime
1,55.59299993515015,9.485000133514404,32.61299991607666
2,157.22299981117249,28.272000074386597,101.55499982833862
3,306.55400013923645,59.27000045776367,206.2310004234314
4,432.49199986457825,92.99099922180176,283.6520001888275
5,627.1930000782013,143.08900046348572,414.7290005683899
6,925.2339999675751,203.56100058555603,635.2819995880127
7,1221.894000530243,274.7920010089874,846.0340003967285
8,1539.1540002822876,356.67000102996826,1066.3380002975464
9,1841.1130001544952,446.54699993133545,1263.1210000514984
10,2202.674998998642,539.6549997329712,1516.7519998550415
11,2653.093999862671,645.8289997577667,1845.656000137329
12,3171.5990011692047,770.360000371933,2224.482001066208
13,3661.497000694275,902.1520011425018,2570.5910000801086
14,4261.719000816345,1039.0370013713837,3016.1459999084473
15,4951.1309995651245,1190.0700001716614,3541.1559987068176
16,5619.168000221252,1360.9909989833832,4018.2080013751984
17,6309.954999923706,1533.2790005207062,4514.702999591827
18,7273.179999828339,1728.3609988689423,5275.531999826431
19,7986.456999778748,1917.229001045227,5782.415999412537
20,8756.467000961304,2114.4980018138885,6336.127001523972
21,9850.763999462128,2343.796999692917,7178.592000246048
22,10875.148999929428,2575.2840003967285,7967.535000085831
23,11428.052999734879,2808.832001209259,8273.213000297546
24,12683.787999629974,3058.3900010585785,9256.68600153923
25,13547.555000305176,3305.595999479294,9863.879002094269
26,14560.285999298096,3565.407998085022,10604.169999837875
27,15732.559998750687,3867.4229984283447,11446.332998514175
28,16802.748000860214,4133.975000858307,12241.057001113892
29,17941.270999908447,4470.319999217987,13016.622000217438
30,16047.139000415802,4738.272000074387,10853.993999004364
31,21152.98900079727,5428.578999996185,15181.722000837326
32,22539.557002067566,5659.374001264572,16313.592002630234
