no_pipeline,makespan,readtime,writetime
1,23.95300006866455,7.741999864578247,3.013000249862671
6,311.73299980163574,203.13600039482117,22.44399905204773
7,403.29300022125244,275.38899993896484,26.56999969482422
8,502.76900005340576,357.0869998931885,30.436000108718872
9,619.2140004634857,448.5420002937317,38.35099983215332
10,755.7360002994537,545.0060000419617,63.12700033187866
11,983.6369998455048,646.3559999465942,174.14699935913086
12,1377.056000471115,772.1320013999939,424.081999540329
13,1905.6519997119904,897.581000328064,811.717999458313
14,2426.186999797821,1046.1009991168976,1169.0390002727509
15,2901.3929994106293,1195.0569999217987,1479.522999048233
16,3440.04000043869,1362.6060009002686,1835.231999874115
21,7184.733000278473,2354.2439987659454,4502.963999509811
26,10510.374999761581,3570.9230012893677,6532.107999801636
31,15035.46299958229,4972.263999938965,9586.569000005722
