type,start,end
read,0,43.01075268817245
write,71.01075268817246,75.16702866489842
read,75.16702866489842,79.32330464162439
write,107.32330464162439,111.47958061835035
read,111.47958061835035,115.63585659507632
write,143.63585659507632,147.7921325717966
