read_start, read_end, cpu_start, cpu_end, write_start, write_end
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
834.606452, 1041.058065, 1041.058065, 1045.458065, 1045.458065, 1251.909677
