read_start, read_end, cpu_start, cpu_end, write_start, write_end
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
0.000000, 206.451613, 206.451613, 210.851613, 210.851613, 417.303226
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
417.303226, 623.754839, 623.754839, 628.154839, 628.154839, 834.606452
