################################################################################
# Collectl:   V4.3.1-1  HiRes: 1  Options: -sCDnfM -omT --dskopts z --netopts o --nfsopts z -i 1 --sep , -P -f export_nfs_single/collectl --procfilt P p 
# Host:       comp08  DaemonOpts: 
# Booted:     1603905389.23 [20201028-13:16:29]
# Distro:     CentOS Linux release 8.2.2004 (Core)   Platform: 
# Date:       20201105-231933  Secs: 1604636373 TZ: -0500
# SubSys:     CDnfM Options: mT Interval: 1 NumCPUs: 64 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 1000.108 Cores: 16  Siblings: 32 Nodes: 2
# Kernel:     4.18.0-193.19.1.el8_2.x86_64  Memory: 262284208 kB  Swap: 4194300 kB
# NumDisks:   9 DiskNames: sda sdb sdc sdd sde sdf dm-0 dm-1 dm-2
# NumNets:    3 NetNames: ens4f0:25000 ens4f1:?? lo:??
# SCSI:       DA:2:00:00:00 DA:3:00:00:00 DA:4:00:00:00 DA:5:00:00:00 DA:6:00:00:00 DA:7:00:00:00
################################################################################
#Date,Time,[NET]RxPktTot,[NET]TxPktTot,[NET]RxKBTot,[NET]TxKBTot,[NET]RxCmpTot,[NET]RxMltTot,[NET]TxCmpTot,[NET]RxErrsTot,[NET]TxErrsTot,[NFS]ReadsS,[NFS]WritesS,[NFS]MetaS,[NFS]CommitS,[NFS]Udp,[NFS]Tcp,[NFS]TcpConn,[NFS]BadAuth,[NFS]BadClient,[NFS]ReadsC,[NFS]WritesC,[NFS]MetaC,[NFS]CommitC,[NFS]Retrans,[NFS]AuthRef
20201105,23:19:35.001,1244486,4534,1843300,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,0,0,0,1720
20201105,23:19:36.001,1258215,4198,1863566,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,0,0,0,0,1736
20201105,23:19:37.001,1283982,4932,1901916,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,0,0,0,0,1764
20201105,23:19:38.001,1271378,4935,1883132,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0,0,0,1755
20201105,23:19:39.001,1255349,4647,1859416,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,1737
20201105,23:19:40.001,1267421,5031,1877393,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,1743
20201105,23:19:41.001,1239229,4514,1835508,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,1715
20201105,23:19:42.001,1266318,4797,1875695,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,1749
20201105,23:19:43.001,1262372,4767,1869803,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,0,0,1741
20201105,23:19:44.001,1271991,4951,1884104,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0,0,0,1755
20201105,23:19:45.001,1237510,4310,1832893,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,0,1706
20201105,23:19:46.001,1252138,4620,1854582,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,1727
20201105,23:19:47.001,1257136,4723,1862048,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,0,0,0,0,1735
20201105,23:19:48.001,1260777,4906,1867550,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,0,0,0,1732
20201105,23:19:49.001,1245485,4774,1844817,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,1725
20201105,23:19:50.001,1245168,4797,1844331,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,1717
20201105,23:19:51.001,1243279,4495,1841558,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,1716
20201105,23:19:52.001,1252484,4549,1855165,642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,1727
20201105,23:19:53.001,1246116,4835,1845770,660,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,1721
20201105,23:19:54.001,1256896,4498,1861634,638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,1729
20201105,23:19:55.001,1248356,4592,1849000,643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,1725
20201105,23:19:56.001,1241849,4366,1839299,627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,0,0,0,1710
20201105,23:19:57.001,1245581,4740,1845064,653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,0,0,0,1723
20201105,23:19:58.001,1258609,4740,1864292,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,0,0,0,1730
20201105,23:19:59.001,1256771,4657,1861509,650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,1737
20201105,23:20:00.001,1250128,4730,1851690,654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,1725
20201105,23:20:01.001,1249348,4508,1850489,638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,1725
20201105,23:20:02.001,1240808,4213,1837723,616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,0,0,1712
20201105,23:20:03.001,1266007,5053,1875420,681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,0,0,1745
20201105,23:20:04.001,1273869,5158,1887036,689,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,1762
20201105,23:20:05.001,1264915,5051,1873648,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,1,0,1,0,1743
20201105,23:20:06.001,1267086,4847,1876871,665,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1751,0,0,0,0,1751
20201105,23:20:07.001,1259780,5515,1866234,711,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1735,0,0,0,0,1735
20201105,23:20:08.001,1264948,5169,1873768,686,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,1749
20201105,23:20:09.001,1269143,5038,1879923,679,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,1750
20201105,23:20:10.001,1271561,5424,1883585,706,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,1749
20201105,23:20:11.001,992165,4238,1469720,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,1374
20201105,23:20:12.001,748808,3123,1109193,410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,1034
20201105,23:20:13.001,754540,3207,1117674,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,1038
20201105,23:20:14.001,750185,3124,1111231,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,0,0,1035
20201105,23:20:15.001,747080,3117,1106647,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,0,0,0,1033
20201105,23:20:16.001,753304,2952,1115817,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,0,0,1037
20201105,23:20:17.001,755257,3224,1118747,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0,0,0,1036
20201105,23:20:18.001,755994,3410,1119821,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,1049
20201105,23:20:19.001,759710,3739,1125311,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,1050
20201105,23:20:20.001,749510,3182,1110231,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,0,0,0,1033
20201105,23:20:21.001,730463,2976,1082047,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,0,0,1007
